timestamp,hour,minute,lmp_avg
2023-10-01 00:00:00,0,0,37.26081333333333
2023-10-01 00:05:00,0,5,38.51829333333333
2023-10-01 00:10:00,0,10,37.26081333333333
2023-10-01 00:15:00,0,15,35.52282666666667
2023-10-01 00:20:00,0,20,36.798233333333336
2023-10-01 00:25:00,0,25,35.55600666666666
2023-10-01 00:30:00,0,30,35.27048333333334
2023-10-01 00:35:00,0,35,34.61257666666666
2023-10-01 00:40:00,0,40,34.837066666666665
2023-10-01 00:45:00,0,45,34.81105
2023-10-01 00:50:00,0,50,34.81105
2023-10-01 00:55:00,0,55,34.81105
2023-10-01 01:00:00,1,0,37.40025333333333
2023-10-01 01:05:00,1,5,36.62535333333333
2023-10-01 01:10:00,1,10,36.566496666666666
2023-10-01 01:15:00,1,15,36.291473333333336
2023-10-01 01:20:00,1,20,36.56330666666667
2023-10-01 01:25:00,1,25,35.96998666666667
2023-10-01 01:30:00,1,30,35.50203666666667
2023-10-01 01:35:00,1,35,35.50203666666667
2023-10-01 01:40:00,1,40,35.12207
2023-10-01 01:45:00,1,45,32.00707666666667
2023-10-01 01:50:00,1,50,32.00707666666667
2023-10-01 01:55:00,1,55,31.871506666666665
2023-10-01 02:00:00,2,0,32.47077
2023-10-01 02:05:00,2,5,32.0206
2023-10-01 02:10:00,2,10,32.12688
2023-10-01 02:15:00,2,15,32.46344
2023-10-01 02:20:00,2,20,32.14947
2023-10-01 02:25:00,2,25,31.794439999999998
2023-10-01 02:30:00,2,30,31.148083333333332
2023-10-01 02:35:00,2,35,31.566599999999998
2023-10-01 02:40:00,2,40,31.682196666666666
2023-10-01 02:45:00,2,45,31.61468666666667
2023-10-01 02:50:00,2,50,31.615466666666666
2023-10-01 02:55:00,2,55,31.777919999999998
2023-10-01 03:00:00,3,0,32.70792666666667
2023-10-01 03:05:00,3,5,32.63360333333333
2023-10-01 03:10:00,3,10,32.087736666666665
2023-10-01 03:15:00,3,15,32.049479999999996
2023-10-01 03:20:00,3,20,31.643826666666666
2023-10-01 03:25:00,3,25,31.63666333333333
2023-10-01 03:30:00,3,30,31.595296666666666
2023-10-01 03:35:00,3,35,31.575789999999998
2023-10-01 03:40:00,3,40,31.59659666666667
2023-10-01 03:45:00,3,45,31.557446666666664
2023-10-01 03:50:00,3,50,31.558246666666665
2023-10-01 03:55:00,3,55,31.536453333333338
2023-10-01 04:00:00,4,0,31.38418
2023-10-01 04:05:00,4,5,31.65142333333333
2023-10-01 04:10:00,4,10,31.53926
2023-10-01 04:15:00,4,15,31.174176666666668
2023-10-01 04:20:00,4,20,31.066640000000003
2023-10-01 04:25:00,4,25,31.11076
2023-10-01 04:30:00,4,30,31.042336666666667
2023-10-01 04:35:00,4,35,31.37522
2023-10-01 04:40:00,4,40,31.49782
2023-10-01 04:45:00,4,45,31.601536666666664
2023-10-01 04:50:00,4,50,31.651543333333336
2023-10-01 04:55:00,4,55,31.852426666666663
2023-10-01 05:00:00,5,0,31.085326666666663
2023-10-01 05:05:00,5,5,31.082476666666665
2023-10-01 05:10:00,5,10,31.196389999999997
2023-10-01 05:15:00,5,15,30.816753333333335
2023-10-01 05:20:00,5,20,32.06164666666667
2023-10-01 05:25:00,5,25,32.07083
2023-10-01 05:30:00,5,30,31.49467
2023-10-01 05:35:00,5,35,31.604466666666667
2023-10-01 05:40:00,5,40,31.936543333333333
2023-10-01 05:45:00,5,45,33.31842666666666
2023-10-01 05:50:00,5,50,33.31842666666666
2023-10-01 05:55:00,5,55,34.17646666666667
2023-10-01 06:00:00,6,0,30.207669999999997
2023-10-01 06:05:00,6,5,31.031563333333334
2023-10-01 06:10:00,6,10,31.39165
2023-10-01 06:15:00,6,15,31.457976666666667
2023-10-01 06:20:00,6,20,34.10583
2023-10-01 06:25:00,6,25,35.253863333333335
2023-10-01 06:30:00,6,30,39.00949666666667
2023-10-01 06:35:00,6,35,37.072246666666665
2023-10-01 06:40:00,6,40,38.490899999999996
2023-10-01 06:45:00,6,45,38.66912333333333
2023-10-01 06:50:00,6,50,37.48478333333333
2023-10-01 06:55:00,6,55,37.56973333333333
2023-10-01 07:00:00,7,0,37.24292333333333
2023-10-01 07:05:00,7,5,37.159216666666666
2023-10-01 07:10:00,7,10,36.22504333333333
2023-10-01 07:15:00,7,15,35.88955
2023-10-01 07:20:00,7,20,34.1609
2023-10-01 07:25:00,7,25,34.032563333333336
2023-10-01 07:30:00,7,30,33.11297666666667
2023-10-01 07:35:00,7,35,31.26805
2023-10-01 07:40:00,7,40,29.985456666666668
2023-10-01 07:45:00,7,45,29.127836666666667
2023-10-01 07:50:00,7,50,34.23370333333333
2023-10-01 07:55:00,7,55,28.51375
2023-10-01 08:00:00,8,0,44.962183333333336
