CAISO 5-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
5-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2024-01-01 08:05:00,2024-01-01 00:00:00,2024-01-01 00:05:00,2024-01-01,1,46.59056,45.18881,45.48952,0.70759,0.70759,0.70759,46.26233,46.26233,46.26233,-0.37935,-1.7811,-1.48039
2024-01-01 08:10:00,2024-01-01 00:05:00,2024-01-01 00:10:00,2024-01-01,1,47.11711,45.69934,46.00348,0.7095,0.7095,0.7095,46.7913,46.7913,46.7913,-0.38369,-1.80147,-1.49732
2024-01-01 08:15:00,2024-01-01 00:10:00,2024-01-01 00:15:00,2024-01-01,1,47.11711,45.69934,46.00348,0.7095,0.7095,0.7095,46.7913,46.7913,46.7913,-0.38369,-1.80147,-1.49732
2024-01-01 08:20:00,2024-01-01 00:15:00,2024-01-01 00:20:00,2024-01-01,1,46.98669,45.61815,45.95445,0.68994,0.68994,0.68994,46.70778,46.70778,46.70778,-0.41103,-1.77957,-1.44327
2024-01-01 08:25:00,2024-01-01 00:20:00,2024-01-01 00:25:00,2024-01-01,1,46.98669,45.61815,45.95445,0.68994,0.68994,0.68994,46.70778,46.70778,46.70778,-0.41103,-1.77957,-1.44327
2024-01-01 08:30:00,2024-01-01 00:25:00,2024-01-01 00:30:00,2024-01-01,1,46.74266,45.38131,45.71584,0.68916,0.68916,0.68916,46.46236,46.46236,46.46236,-0.40887,-1.77022,-1.43569
2024-01-01 08:35:00,2024-01-01 00:30:00,2024-01-01 00:35:00,2024-01-01,1,46.69559,45.14862,45.54231,0.70809,0.70809,0.70809,46.31635,46.31635,46.31635,-0.32885,-1.87581,-1.48212
2024-01-01 08:40:00,2024-01-01 00:35:00,2024-01-01 00:40:00,2024-01-01,1,46.48712,44.94712,45.33904,0.70688,0.70688,0.70688,46.1076,46.1076,46.1076,-0.32736,-1.86736,-1.47544
2024-01-01 08:45:00,2024-01-01 00:40:00,2024-01-01 00:45:00,2024-01-01,1,46.37458,44.83806,45.22909,0.69775,0.69775,0.69775,46.00345,46.00345,46.00345,-0.32662,-1.86314,-1.47211
2024-01-01 08:50:00,2024-01-01 00:45:00,2024-01-01 00:50:00,2024-01-01,1,46.12097,44.63391,44.98165,0.70399,0.70399,0.70399,45.75557,45.75557,45.75557,-0.33859,-1.82565,-1.4779
2024-01-01 08:55:00,2024-01-01 00:50:00,2024-01-01 00:55:00,2024-01-01,1,46.1205,44.63344,44.98118,0.70352,0.70352,0.70352,45.75557,45.75557,45.75557,-0.33859,-1.82565,-1.4779
2024-01-01 09:00:00,2024-01-01 00:55:00,2024-01-01 01:00:00,2024-01-01,1,46.09226,44.60612,44.95365,0.70328,0.70328,0.70328,45.72736,45.72736,45.72736,-0.33838,-1.82452,-1.47699
2024-01-01 09:05:00,2024-01-01 01:00:00,2024-01-01 01:05:00,2024-01-01,2,46.95546,44.83046,45.54649,0.72295,0.72295,0.72295,46.19555,46.19555,46.19555,0.03696,-2.08804,-1.37201
2024-01-01 09:10:00,2024-01-01 01:05:00,2024-01-01 01:10:00,2024-01-01,2,46.3077,44.21248,44.91848,0.72295,0.72295,0.72295,45.54831,45.54831,45.54831,0.03644,-2.05878,-1.35278
2024-01-01 09:15:00,2024-01-01 01:10:00,2024-01-01 01:15:00,2024-01-01,2,46.95297,44.82752,45.5437,0.71057,0.71057,0.71057,46.20543,46.20543,46.20543,0.03696,-2.08849,-1.3723
2024-01-01 09:20:00,2024-01-01 01:15:00,2024-01-01 01:20:00,2024-01-01,2,46.86155,44.52273,45.34982,0.71017,0.71017,0.71017,45.9492,45.9492,45.9492,0.20218,-2.13664,-1.30955
2024-01-01 09:25:00,2024-01-01 01:20:00,2024-01-01 01:25:00,2024-01-01,2,46.30823,43.99746,44.81463,0.71016,0.71016,0.71016,45.39832,45.39832,45.39832,0.19975,-2.11102,-1.29385
2024-01-01 09:30:00,2024-01-01 01:25:00,2024-01-01 01:30:00,2024-01-01,2,46.01439,43.71837,44.53032,0.70739,0.70739,0.70739,45.10852,45.10852,45.10852,0.19848,-2.09755,-1.28559
2024-01-01 09:35:00,2024-01-01 01:30:00,2024-01-01 01:35:00,2024-01-01,2,45.73003,43.64015,44.35925,0.70554,0.70554,0.70554,44.94359,44.94359,44.94359,0.0809,-2.00898,-1.28988
2024-01-01 09:40:00,2024-01-01 01:35:00,2024-01-01 01:40:00,2024-01-01,2,45.72878,43.6389,44.358,0.7043,0.7043,0.7043,44.94359,44.94359,44.94359,0.0809,-2.00898,-1.28988
2024-01-01 09:45:00,2024-01-01 01:40:00,2024-01-01 01:45:00,2024-01-01,2,45.72878,43.6389,44.358,0.7043,0.7043,0.7043,44.94359,44.94359,44.94359,0.0809,-2.00898,-1.28988
2024-01-01 09:50:00,2024-01-01 01:45:00,2024-01-01 01:50:00,2024-01-01,2,45.67634,43.59401,44.28961,0.70415,0.70415,0.70415,44.87795,44.87795,44.87795,0.09424,-1.98809,-1.29248
2024-01-01 09:55:00,2024-01-01 01:50:00,2024-01-01 01:55:00,2024-01-01,2,45.67306,43.59072,44.28633,0.70087,0.70087,0.70087,44.87795,44.87795,44.87795,0.09424,-1.98809,-1.29248
2024-01-01 10:00:00,2024-01-01 01:55:00,2024-01-01 02:00:00,2024-01-01,2,45.77342,43.68651,44.38365,0.70249,0.70249,0.70249,44.97648,44.97648,44.97648,0.09445,-1.99246,-1.29532
2024-01-01 10:05:00,2024-01-01 02:00:00,2024-01-01 02:05:00,2024-01-01,3,47.01624,45.15189,45.7316,0.72291,0.72291,0.72291,46.37681,46.37681,46.37681,-0.08348,-1.94783,-1.36812
2024-01-01 10:10:00,2024-01-01 02:05:00,2024-01-01 02:10:00,2024-01-01,3,46.63153,44.78274,45.35762,0.72458,0.72458,0.72458,45.98974,45.98974,45.98974,-0.08278,-1.93157,-1.3567
2024-01-01 10:15:00,2024-01-01 02:10:00,2024-01-01 02:15:00,2024-01-01,3,46.6286,44.77982,45.35469,0.72165,0.72165,0.72165,45.98974,45.98974,45.98974,-0.08278,-1.93157,-1.3567
2024-01-01 10:20:00,2024-01-01 02:15:00,2024-01-01 02:20:00,2024-01-01,3,46.09362,44.24891,44.82141,0.72105,0.72105,0.72105,45.43619,45.43619,45.43619,-0.06361,-1.90832,-1.33582
2024-01-01 10:25:00,2024-01-01 02:20:00,2024-01-01 02:25:00,2024-01-01,3,46.08641,44.2417,44.8142,0.71384,0.71384,0.71384,45.43619,45.43619,45.43619,-0.06361,-1.90832,-1.33582
2024-01-01 10:30:00,2024-01-01 02:25:00,2024-01-01 02:30:00,2024-01-01,3,46.12396,44.27801,44.85089,0.72093,0.72093,0.72093,45.46668,45.46668,45.46668,-0.06365,-1.9096,-1.33672
2024-01-01 10:35:00,2024-01-01 02:30:00,2024-01-01 02:35:00,2024-01-01,3,46.24107,44.34107,44.94251,0.70942,0.70942,0.70942,45.56355,45.56355,45.56355,-0.03189,-1.93189,-1.33046
2024-01-01 10:40:00,2024-01-01 02:35:00,2024-01-01 02:40:00,2024-01-01,3,46.08053,44.18723,44.78655,0.70942,0.70942,0.70942,45.4029,45.4029,45.4029,-0.03178,-1.92508,-1.32576
2024-01-01 10:45:00,2024-01-01 02:40:00,2024-01-01 02:45:00,2024-01-01,3,46.08053,44.18723,44.78655,0.70942,0.70942,0.70942,45.4029,45.4029,45.4029,-0.03178,-1.92508,-1.32576
2024-01-01 10:50:00,2024-01-01 02:45:00,2024-01-01 02:50:00,2024-01-01,3,45.49752,43.65537,44.21564,0.70773,0.70773,0.70773,44.82117,44.82117,44.82117,-0.03137,-1.87352,-1.31326
2024-01-01 10:55:00,2024-01-01 02:50:00,2024-01-01 02:55:00,2024-01-01,3,46.01368,44.15033,44.71705,0.70838,0.70838,0.70838,45.33705,45.33705,45.33705,-0.03174,-1.89509,-1.32838
2024-01-01 11:00:00,2024-01-01 02:55:00,2024-01-01 03:00:00,2024-01-01,3,46.01369,44.15034,44.71705,0.70838,0.70838,0.70838,45.33705,45.33705,45.33705,-0.03174,-1.89509,-1.32838
2024-01-01 11:05:00,2024-01-01 03:00:00,2024-01-01 03:05:00,2024-01-01,4,45.08819,43.09992,43.76417,0.16568,0.16568,0.16568,44.88212,44.88212,44.88212,0.04039,-1.94788,-1.28363
2024-01-01 11:10:00,2024-01-01 03:05:00,2024-01-01 03:10:00,2024-01-01,4,45.60959,43.59816,44.27015,0.16396,0.16396,0.16396,45.40476,45.40476,45.40476,0.04086,-1.97057,-1.29858
2024-01-01 11:15:00,2024-01-01 03:10:00,2024-01-01 03:15:00,2024-01-01,4,45.76077,43.74934,44.42133,0.31515,0.31515,0.31515,45.40476,45.40476,45.40476,0.04086,-1.97057,-1.29858
2024-01-01 11:20:00,2024-01-01 03:15:00,2024-01-01 03:20:00,2024-01-01,4,45.5453,43.37645,44.14749,0.31504,0.31504,0.31504,45.09048,45.09048,45.09048,0.13978,-2.02907,-1.25802
2024-01-01 11:25:00,2024-01-01 03:20:00,2024-01-01 03:25:00,2024-01-01,4,44.58938,42.46687,43.22144,0.32537,0.32537,0.32537,44.12722,44.12722,44.12722,0.13679,-1.98572,-1.23115
2024-01-01 11:30:00,2024-01-01 03:25:00,2024-01-01 03:30:00,2024-01-01,4,45.32594,43.18874,43.94854,0.75591,0.75591,0.75591,44.43229,44.43229,44.43229,0.13774,-1.99945,-1.23966
2024-01-01 11:35:00,2024-01-01 03:30:00,2024-01-01 03:35:00,2024-01-01,4,45.72729,43.54459,44.28859,0.73765,0.73765,0.73765,44.81933,44.81933,44.81933,0.17031,-2.01239,-1.26839
2024-01-01 11:40:00,2024-01-01 03:35:00,2024-01-01 03:40:00,2024-01-01,4,45.89165,43.701,44.44771,0.73819,0.73819,0.73819,44.98252,44.98252,44.98252,0.17093,-2.01972,-1.27301
2024-01-01 11:45:00,2024-01-01 03:40:00,2024-01-01 03:45:00,2024-01-01,4,45.71933,43.53706,44.28092,0.73862,0.73862,0.73862,44.81044,44.81044,44.81044,0.17028,-2.01199,-1.26814
2024-01-01 11:50:00,2024-01-01 03:45:00,2024-01-01 03:50:00,2024-01-01,4,45.71677,43.64886,44.31275,0.73854,0.73854,0.73854,44.85711,44.85711,44.85711,0.12111,-1.9468,-1.28291
2024-01-01 11:55:00,2024-01-01 03:50:00,2024-01-01 03:55:00,2024-01-01,4,45.19916,43.15492,43.81121,0.73582,0.73582,0.73582,44.34361,44.34361,44.34361,0.11973,-1.92451,-1.26823
2024-01-01 12:00:00,2024-01-01 03:55:00,2024-01-01 04:00:00,2024-01-01,4,45.71577,43.64786,44.31174,0.73754,0.73754,0.73754,44.85711,44.85711,44.85711,0.12111,-1.9468,-1.28291
2024-01-01 12:05:00,2024-01-01 04:00:00,2024-01-01 04:05:00,2024-01-01,5,42.99728,41.12126,41.74802,0.31802,0.31802,0.31802,42.63662,42.63662,42.63662,0.04264,-1.83337,-1.20662
2024-01-01 12:10:00,2024-01-01 04:05:00,2024-01-01 04:10:00,2024-01-01,5,43.73671,41.8283,42.46588,0.32052,0.32052,0.32052,43.37281,43.37281,43.37281,0.04337,-1.86503,-1.22745
2024-01-01 12:15:00,2024-01-01 04:10:00,2024-01-01 04:15:00,2024-01-01,5,45.15664,43.18603,43.8444,0.32533,0.32533,0.32533,44.78652,44.78652,44.78652,0.04479,-1.92582,-1.26746
2024-01-01 12:20:00,2024-01-01 04:15:00,2024-01-01 04:20:00,2024-01-01,5,44.79618,42.69803,43.40034,0.75267,0.75267,0.75267,43.89427,43.89427,43.89427,0.14924,-1.94891,-1.2466
2024-01-01 12:25:00,2024-01-01 04:20:00,2024-01-01 04:25:00,2024-01-01,5,43.61434,41.5723,42.25583,0.74865,0.74865,0.74865,42.72044,42.72044,42.72044,0.14525,-1.89679,-1.21326
2024-01-01 12:30:00,2024-01-01 04:25:00,2024-01-01 04:30:00,2024-01-01,5,44.79618,42.69803,43.40034,0.75267,0.75267,0.75267,43.89427,43.89427,43.89427,0.14924,-1.94891,-1.2466
2024-01-01 12:35:00,2024-01-01 04:30:00,2024-01-01 04:35:00,2024-01-01,5,44.91439,42.78866,43.53245,0.75367,0.75367,0.75367,44.01108,44.01108,44.01108,0.14964,-1.9761,-1.23231
2024-01-01 12:40:00,2024-01-01 04:35:00,2024-01-01 04:40:00,2024-01-01,5,44.82377,42.70239,43.44465,0.75336,0.75336,0.75336,43.92108,43.92108,43.92108,0.14933,-1.97206,-1.22979
2024-01-01 12:45:00,2024-01-01 04:40:00,2024-01-01 04:45:00,2024-01-01,5,44.90437,42.77907,43.5227,0.75269,0.75269,0.75269,44.00207,44.00207,44.00207,0.14961,-1.97569,-1.23206
2024-01-01 12:50:00,2024-01-01 04:45:00,2024-01-01 04:50:00,2024-01-01,5,43.37516,41.22343,41.96496,0.31911,0.31911,0.31911,42.86316,42.86316,42.86316,0.19288,-1.95885,-1.21731
2024-01-01 12:55:00,2024-01-01 04:50:00,2024-01-01 04:55:00,2024-01-01,5,43.37516,41.22343,41.96496,0.31911,0.31911,0.31911,42.86316,42.86316,42.86316,0.19288,-1.95885,-1.21731
2024-01-01 13:00:00,2024-01-01 04:55:00,2024-01-01 05:00:00,2024-01-01,5,42.25622,40.16022,40.88254,0.31533,0.31533,0.31533,41.753,41.753,41.753,0.18789,-1.90811,-1.18579
2024-01-01 13:05:00,2024-01-01 05:00:00,2024-01-01 05:05:00,2024-01-01,6,38.9931,37.51446,37.94137,0.30404,0.30404,0.30404,38.80937,38.80937,38.80937,-0.12031,-1.59895,-1.17204
2024-01-01 13:10:00,2024-01-01 05:05:00,2024-01-01 05:10:00,2024-01-01,6,40.98621,39.43129,39.88021,0.30122,0.30122,0.30122,40.8115,40.8115,40.8115,-0.12652,-1.68143,-1.23251
2024-01-01 13:15:00,2024-01-01 05:10:00,2024-01-01 05:15:00,2024-01-01,6,41.25467,39.68989,40.14167,0.31168,0.31168,0.31168,41.07031,41.07031,41.07031,-0.12732,-1.6921,-1.24032
2024-01-01 13:20:00,2024-01-01 05:15:00,2024-01-01 05:20:00,2024-01-01,6,41.11879,39.57931,40.02969,0.31043,0.31043,0.31043,40.94347,40.94347,40.94347,-0.13511,-1.67459,-1.22421
2024-01-01 13:25:00,2024-01-01 05:20:00,2024-01-01 05:25:00,2024-01-01,6,41.54827,40.00879,40.45917,0.73991,0.73991,0.73991,40.94347,40.94347,40.94347,-0.13511,-1.67459,-1.22421
2024-01-01 13:30:00,2024-01-01 05:25:00,2024-01-01 05:30:00,2024-01-01,6,41.89329,40.34084,40.79502,0.74107,0.74107,0.74107,41.28848,41.28848,41.28848,-0.13625,-1.6887,-1.23453
2024-01-01 13:35:00,2024-01-01 05:30:00,2024-01-01 05:35:00,2024-01-01,6,43.27134,41.66593,42.1484,0.7279,0.7279,0.7279,42.69714,42.69714,42.69714,-0.15371,-1.75912,-1.27664
2024-01-01 13:40:00,2024-01-01 05:35:00,2024-01-01 05:40:00,2024-01-01,6,42.69585,41.11209,41.58806,0.72601,0.72601,0.72601,42.12148,42.12148,42.12148,-0.15164,-1.73541,-1.25943
2024-01-01 13:45:00,2024-01-01 05:40:00,2024-01-01 05:45:00,2024-01-01,6,44.21191,42.57112,43.06423,0.731,0.731,0.731,43.638,43.638,43.638,-0.1571,-1.79789,-1.30478
2024-01-01 13:50:00,2024-01-01 05:45:00,2024-01-01 05:50:00,2024-01-01,6,43.40973,41.81909,42.32072,0.72842,0.72842,0.72842,42.87424,42.87424,42.87424,-0.19293,-1.78357,-1.28194
2024-01-01 13:55:00,2024-01-01 05:50:00,2024-01-01 05:55:00,2024-01-01,6,44.03819,42.42395,42.93302,0.72338,0.72338,0.72338,43.51061,43.51061,43.51061,-0.1958,-1.81004,-1.30097
2024-01-01 14:00:00,2024-01-01 05:55:00,2024-01-01 06:00:00,2024-01-01,6,47.28288,45.54769,46.09491,0.72253,0.72253,0.72253,46.77082,46.77082,46.77082,-0.21047,-1.94567,-1.39845
2024-01-01 14:05:00,2024-01-01 06:00:00,2024-01-01 06:05:00,2024-01-01,7,38.72784,37.46566,37.76378,0.30895,0.30895,0.30895,38.71701,38.71701,38.71701,-0.29812,-1.5603,-1.26217
2024-01-01 14:10:00,2024-01-01 06:05:00,2024-01-01 06:10:00,2024-01-01,7,42.23829,40.86052,41.18594,0.30095,0.30095,0.30095,42.26276,42.26276,42.26276,-0.32542,-1.70319,-1.37777
2024-01-01 14:15:00,2024-01-01 06:10:00,2024-01-01 06:15:00,2024-01-01,7,42.80168,41.4054,41.7352,0.30095,0.30095,0.30095,42.83052,42.83052,42.83052,-0.3298,-1.72607,-1.39627
2024-01-01 14:20:00,2024-01-01 06:15:00,2024-01-01 06:20:00,2024-01-01,7,44.16829,42.86519,43.18432,0.29286,0.29286,0.29286,44.3231,44.3231,44.3231,-0.44766,-1.75076,-1.43164
2024-01-01 14:25:00,2024-01-01 06:20:00,2024-01-01 06:25:00,2024-01-01,7,44.92282,43.59731,43.92193,0.29286,0.29286,0.29286,45.08533,45.08533,45.08533,-0.45536,-1.78087,-1.45626
2024-01-01 14:30:00,2024-01-01 06:25:00,2024-01-01 06:30:00,2024-01-01,7,46.12809,44.76693,45.10027,0.29753,0.29753,0.29753,46.29817,46.29817,46.29817,-0.46761,-1.82878,-1.49543
2024-01-01 14:35:00,2024-01-01 06:30:00,2024-01-01 06:35:00,2024-01-01,7,45.4235,43.7792,44.26068,0.28227,0.28227,0.28227,45.42285,45.42285,45.42285,-0.28162,-1.92593,-1.44445
2024-01-01 14:40:00,2024-01-01 06:35:00,2024-01-01 06:40:00,2024-01-01,7,45.42503,43.78072,44.26221,0.2838,0.2838,0.2838,45.42285,45.42285,45.42285,-0.28162,-1.92593,-1.44445
2024-01-01 14:45:00,2024-01-01 06:40:00,2024-01-01 06:45:00,2024-01-01,7,45.4222,43.77789,44.25937,0.28097,0.28097,0.28097,45.42285,45.42285,45.42285,-0.28162,-1.92593,-1.44445
2024-01-01 14:50:00,2024-01-01 06:45:00,2024-01-01 06:50:00,2024-01-01,7,45.36573,43.10703,43.87643,0.28612,0.28612,0.28612,44.99412,44.99412,44.99412,0.08549,-2.17322,-1.40382
2024-01-01 14:55:00,2024-01-01 06:50:00,2024-01-01 06:55:00,2024-01-01,7,45.01934,42.77677,43.54067,0.26157,0.26157,0.26157,44.6729,44.6729,44.6729,0.08488,-2.1577,-1.39379
2024-01-01 15:00:00,2024-01-01 06:55:00,2024-01-01 07:00:00,2024-01-01,7,45.09007,42.84422,43.60924,0.26713,0.26713,0.26713,44.73794,44.73794,44.73794,0.085,-2.16084,-1.39582
2024-01-01 15:05:00,2024-01-01 07:00:00,2024-01-01 07:05:00,2024-01-01,8,47.70651,45.05315,45.90147,0.2901,0.2901,0.2901,47.12892,47.12892,47.12892,0.28749,-2.36587,-1.51755
2024-01-01 15:10:00,2024-01-01 07:05:00,2024-01-01 07:10:00,2024-01-01,8,47.71262,45.05926,45.90758,0.29621,0.29621,0.29621,47.12892,47.12892,47.12892,0.28749,-2.36587,-1.51755
2024-01-01 15:15:00,2024-01-01 07:10:00,2024-01-01 07:15:00,2024-01-01,8,46.97516,44.36301,45.19816,0.29529,0.29529,0.29529,46.39684,46.39684,46.39684,0.28302,-2.32912,-1.49398
2024-01-01 15:20:00,2024-01-01 07:15:00,2024-01-01 07:20:00,2024-01-01,8,47.6956,44.717,45.64107,0.29601,0.29601,0.29601,46.90707,46.90707,46.90707,0.49252,-2.48607,-1.56201
2024-01-01 15:25:00,2024-01-01 07:20:00,2024-01-01 07:25:00,2024-01-01,8,48.09934,45.09537,46.02731,0.29601,0.29601,0.29601,47.30661,47.30661,47.30661,0.49672,-2.50725,-1.57531
2024-01-01 15:30:00,2024-01-01 07:25:00,2024-01-01 07:30:00,2024-01-01,8,48.62568,45.58864,46.53084,0.29601,0.29601,0.29601,47.82748,47.82748,47.82748,0.50219,-2.53486,-1.59266
2024-01-01 15:35:00,2024-01-01 07:30:00,2024-01-01 07:35:00,2024-01-01,8,48.7011,45.54038,46.49195,0.2718,0.2718,0.2718,47.81725,47.81725,47.81725,0.61206,-2.54866,-1.5971
2024-01-01 15:40:00,2024-01-01 07:35:00,2024-01-01 07:40:00,2024-01-01,8,47.90767,44.78989,45.72852,0.13625,0.13625,0.13625,47.16768,47.16768,47.16768,0.60375,-2.51404,-1.5754
2024-01-01 15:45:00,2024-01-01 07:40:00,2024-01-01 07:45:00,2024-01-01,8,46.58619,43.55465,44.46732,0.13624,0.13624,0.13624,45.8629,45.8629,45.8629,0.58705,-2.44449,-1.53182
2024-01-01 15:50:00,2024-01-01 07:45:00,2024-01-01 07:50:00,2024-01-01,8,46.55059,43.07083,44.13383,0.26434,0.26434,0.26434,45.42767,45.42767,45.42767,0.85858,-2.62118,-1.55817
2024-01-01 15:55:00,2024-01-01 07:50:00,2024-01-01 07:55:00,2024-01-01,8,44.11673,40.8204,41.82737,0.27048,0.27048,0.27048,43.03292,43.03292,43.03292,0.81332,-2.483,-1.47603
2024-01-01 16:00:00,2024-01-01 07:55:00,2024-01-01 08:00:00,2024-01-01,8,40.48991,37.46629,38.38996,0.27106,0.27106,0.27106,39.47281,39.47281,39.47281,0.74604,-2.27758,-1.35392
2024-01-01 16:05:00,2024-01-01 08:00:00,2024-01-01 08:05:00,2024-01-01,9,41.12359,37.59943,38.73703,0.30135,0.30135,0.30135,39.77613,39.77613,39.77613,1.04611,-2.47805,-1.34046
2024-01-01 16:10:00,2024-01-01 08:05:00,2024-01-01 08:10:00,2024-01-01,9,41.12359,37.59943,38.73703,0.30135,0.30135,0.30135,39.77613,39.77613,39.77613,1.04611,-2.47805,-1.34046
2024-01-01 16:15:00,2024-01-01 08:10:00,2024-01-01 08:15:00,2024-01-01,9,41.01051,37.49608,38.63054,0.30099,0.30099,0.30099,39.6663,39.6663,39.6663,1.04322,-2.47121,-1.33675
2024-01-01 16:20:00,2024-01-01 08:15:00,2024-01-01 08:20:00,2024-01-01,9,40.21337,36.47393,37.62841,0.15626,0.15626,0.15626,38.87153,38.87153,38.87153,1.18558,-2.55386,-1.39937
2024-01-01 16:25:00,2024-01-01 08:20:00,2024-01-01 08:25:00,2024-01-01,9,39.32435,35.66763,36.79657,0.15336,0.15336,0.15336,38.01163,38.01163,38.01163,1.15935,-2.49736,-1.36842
2024-01-01 16:30:00,2024-01-01 08:25:00,2024-01-01 08:30:00,2024-01-01,9,37.78518,34.28499,35.36561,0.29089,0.29089,0.29089,36.38456,36.38456,36.38456,1.10973,-2.39047,-1.30984
2024-01-01 16:35:00,2024-01-01 08:30:00,2024-01-01 08:35:00,2024-01-01,9,36.75716,33.30179,34.20365,0.24762,0.24762,0.24762,35.36718,35.36718,35.36718,1.14236,-2.31301,-1.41115
2024-01-01 16:40:00,2024-01-01 08:35:00,2024-01-01 08:40:00,2024-01-01,9,35.98603,32.60342,33.48629,0.24522,0.24522,0.24522,34.62251,34.62251,34.62251,1.11831,-2.26431,-1.38144
2024-01-01 16:45:00,2024-01-01 08:40:00,2024-01-01 08:45:00,2024-01-01,9,35.1419,31.84132,32.70278,0.26793,0.26793,0.26793,33.78279,33.78279,33.78279,1.09118,-2.20939,-1.34793
2024-01-01 16:50:00,2024-01-01 08:45:00,2024-01-01 08:50:00,2024-01-01,9,33.43812,29.86188,30.79128,0.43722,0.05184,0.23701,31.94048,31.94048,31.94048,1.06042,-2.13043,-1.38622
2024-01-01 16:55:00,2024-01-01 08:50:00,2024-01-01 08:55:00,2024-01-01,9,32.45988,29.30237,30.05021,0.28067,0.23456,0.25672,31.14519,31.14519,31.14519,1.03402,-2.07738,-1.3517
2024-01-01 17:00:00,2024-01-01 08:55:00,2024-01-01 09:00:00,2024-01-01,9,33.18506,28.83313,30.15032,0.81505,-0.40703,0.18018,31.32985,31.32985,31.32985,1.04015,-2.0897,-1.35972
2024-01-01 17:05:00,2024-01-01 09:00:00,2024-01-01 09:05:00,2024-01-01,10,39.30622,32.91133,34.98365,1.64279,-1.6618,-0.07395,36.70183,36.70183,36.70183,0.96159,-2.12871,-1.64424
2024-01-01 17:10:00,2024-01-01 09:05:00,2024-01-01 09:10:00,2024-01-01,10,41.22309,34.69574,36.78066,1.63802,-1.64137,-0.06562,38.57442,38.57442,38.57442,1.01065,-2.23732,-1.72813
2024-01-01 17:15:00,2024-01-01 09:10:00,2024-01-01 09:15:00,2024-01-01,10,43.62716,36.32772,38.7304,2.03774,-1.84927,0.01844,40.52759,40.52759,40.52759,1.06182,-2.3506,-1.81564
2024-01-01 17:20:00,2024-01-01 09:15:00,2024-01-01 09:20:00,2024-01-01,10,44.73934,34.54848,38.29595,3.13552,-3.47717,-0.29977,40.43131,40.43131,40.43131,1.17251,-2.40566,-1.83558
2024-01-01 17:25:00,2024-01-01 09:20:00,2024-01-01 09:25:00,2024-01-01,10,44.49623,33.55645,37.68378,3.61636,-3.80751,-0.24034,39.72776,39.72776,39.72776,1.15211,-2.3638,-1.80364
2024-01-01 17:30:00,2024-01-01 09:25:00,2024-01-01 09:30:00,2024-01-01,10,41.16653,31.28028,34.98318,3.2477,-3.37731,-0.194,36.85018,36.85018,36.85018,1.06866,-2.19259,-1.673
2024-01-01 17:35:00,2024-01-01 09:30:00,2024-01-01 09:35:00,2024-01-01,10,41.34969,26.23355,32.55051,5.59244,-6.40502,-0.64025,34.72926,34.72926,34.72926,1.02799,-2.0907,-1.53851
2024-01-01 17:40:00,2024-01-01 09:35:00,2024-01-01 09:40:00,2024-01-01,10,41.36399,25.43642,32.15278,5.96581,-6.8744,-0.70469,34.38052,34.38052,34.38052,1.01766,-2.06971,-1.52306
2024-01-01 17:45:00,2024-01-01 09:40:00,2024-01-01 09:45:00,2024-01-01,10,40.72374,23.34491,30.79067,6.53753,-7.85963,-0.9418,33.20339,33.20339,33.20339,0.98282,-1.99884,-1.47091
2024-01-01 17:50:00,2024-01-01 09:45:00,2024-01-01 09:50:00,2024-01-01,10,40.88074,18.61454,28.44712,8.69163,-10.6551,-1.35901,31.191,31.191,31.191,0.99811,-1.92137,-1.38488
2024-01-01 17:55:00,2024-01-01 09:50:00,2024-01-01 09:55:00,2024-01-01,10,41.00172,18.38635,28.39088,8.96798,-10.74199,-1.27136,31.04044,31.04044,31.04044,0.99329,-1.91209,-1.3782
2024-01-01 18:00:00,2024-01-01 09:55:00,2024-01-01 10:00:00,2024-01-01,10,40.93169,17.97146,28.14467,9.00849,-11.05638,-1.41522,30.93334,30.93334,30.93334,0.98987,-1.90549,-1.37344
2024-01-01 18:05:00,2024-01-01 10:00:00,2024-01-01 10:05:00,2024-01-01,11,40.5399,21.82545,29.92635,7.1919,-8.79448,-1.11303,32.5156,32.5156,32.5156,0.8324,-1.89566,-1.47621
2024-01-01 18:10:00,2024-01-01 10:05:00,2024-01-01 10:10:00,2024-01-01,11,39.57711,20.34119,28.72561,7.46194,-9.14678,-1.1663,31.31355,31.31355,31.31355,0.80163,-1.82558,-1.42164
2024-01-01 18:15:00,2024-01-01 10:10:00,2024-01-01 10:15:00,2024-01-01,11,39.03046,19.69949,28.14584,7.52364,-9.22988,-1.17982,30.72037,30.72037,30.72037,0.78644,-1.791,-1.3947
2024-01-01 18:20:00,2024-01-01 10:15:00,2024-01-01 10:20:00,2024-01-01,11,39.45876,17.07208,26.99703,8.82881,-10.9614,-1.4538,29.81017,29.81017,29.81017,0.81978,-1.77669,-1.35934
